id,category,pdf,page,char_count,comet_qe,labse_cos,bertscore_xlmr_f1,source_en,target_es
7e4463c91357ba82,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,87,0.8275,0.9225,0.9104,Seat Holder (Item 16) – Check the Seat Holder for wear of the holder internal diameter.,Soporte de asiento (Partida 16) – Verifique el soporte de asiento por el desgaste del diámetro interno del soporte.
b3d0f0f0e0611cd3,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,233,0.7397,0.9554,0.9233,"If necessary, replace the Seat Holder using Stock Code YAC-VA-PB-0213 or Kit BAC-VA-PB- Pipe Nipple (Item 24/25) - Inspect the Pipe Nipple bore for wear, in particular the section of the bore directly below the abrasive feed opening.","Si es necesario, reemplace el soporte de asiento utilizando el código de stock YAC-VA-PB-0213 o Kit BAC-VA-PB- niple de tubo dosificador (ítem 24/25) - Inspeccione el orificio niple de tubo dosificador para el desgaste, en particular la sección del orificio directamente debajo de la abertura de alimentación abrasiva."
dd6231b8c6f6f3d7,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,217,0.7312,0.9629,0.9304,Valve Re-Assembly Instructions Note: It is recommended that Repair Kits BAC-VA-PB-0113 (Corsa II Tungsten Seal Kit) and BAC-VA-PB-0139 (Corsa II Piston Kit) always be fitted once the Valve has been fully disassembled.,Instrucciones de re-asamblea de la válvula. Nota: Se recomienda que los kits de reparación BAC-VA-PB-0113 (Corsa II Kit de Tungsteno de Fuga) y BAC-VA-PB-0139 (Corsa II Kit de Pistón) se instalen siempre una vez que la válvula haya sido completamente desmontada.
85b0b519701376da,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,128,0.8911,0.9097,0.9218,"Ensure that all parts are clean and dry, and that no foreign items or contamination enter the valve during the assembly process.","Asegúrese de que todas las piezas estén limpias y secas, y que no entre ningún elemento extraño ni contaminación en la válvula durante el proceso de montaje."
dbc473d17edc1740,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,180,0.7189,0.9536,0.9297,"Insert the Tungsten Plunger (Item 9) into the bore within the centre of the Piston (Item 8), and then fit the two (2) Nylon Washers (Item 7) to the threaded section of the Plunger.","Inserte el Tungsteno Plunger (Ítem 9) en el agujero dentro del centro del Pistón (Ítem 8), y luego coloque las dos (2) Arandelas de Nylon (Ítem 7) en la sección roscada del Plunger."
eb6b9871d48a6475,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,200,0.8269,0.9204,0.8969,"Now screw the Plunger Cover (Item 6) onto the end of the plunger, and then firmly tighten the Plunger Cover using suitably sized spanners on both the Plunger Cover and the flat section of the Plunger.","Ahora atornilla la cubierta del émbolo (Ítem 6) al extremo del émbolo, y luego aprieta firmemente la cubierta del émbolo usando llaves de tamaño adecuado tanto en la cubierta del émbolo como en la sección plana del émbolo."
9dffc36b05485140,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,128,0.8107,0.9065,0.9076,"Carefully fit the Piston Seal (Item 5) to the Piston, ensuring that the lip of the seal is facing downwards towards the Plunger.","Ajuste cuidadosamente el sello de pistón (ítem 5) al pistón, asegurando que el labio del sello esté mirando hacia abajo hacia el émbolo."
7c9e7cc561fe5ab0,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,117,0.8274,0.9296,0.9154,"Place the Cylinder Body (Item 10) on a flat, stable surface, with the cylinder bore of the valve body facing upwards.","Coloque el Cuerpo del Cilindro (ítem 10) en una superficie plana y estable, con el orificio del cilindro del cuerpo de la válvula hacia arriba."
12a37c4094faa2d9,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,195,0.8380,0.8916,0.8939,Carefully insert the Plunger and Piston assembly into the bore of the Cylinder Body and take particular care that the Piston Seal is not pinched or damaged as it is pushed into the cylinder bore.,Inserte cuidadosamente el conjunto del pistón y del émbolo en el agujero del cuerpo del cilindro y asegúrese de que el sello del pistón no se pellizque ni se dañe mientras se introduce en el agujero del cilindro.
dd1c290b2098a9f0,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,45,0.8200,0.8715,0.9032,Fully push the Piston into the cylinder bore.,Empuje completamente el pistón en el agujero del cilindro.
0fcdc4bbd7f47296,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,89,0.8497,0.8806,0.9180,"Turn the Cylinder Body over, and place it on a flat surface with the base facing upwards.",Gire el cuerpo del cilindro y colóquelo en una superficie plana con la base hacia arriba.
a9a7430eeead40fe,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,258,0.7816,0.9278,0.9158,"Very carefully, insert two (2) of the Plunger Seals (Item 11) over the end of the Plunger, ensuring that both are fitted with the O Ring (Item 12) within the seal groove, and that the seals are fitted with the groove/O ring facing inwards towards the Piston.","Con mucho cuidado, inserte dos (2) de los sellos de cierre (Ítem 11) sobre el extremo del plintro, asegurándose de que ambos estén equipados con el anillo O (Ítem 12) dentro de la ranura del sello, y que los sellos estén equipados con el anillo ranura/O orientado hacia el interior del pistón."
c8fc23b1b499c1e9,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,120,0.5504,0.8447,0.8853,"DO NOT FIT THE PLUNGER SEALS AND O RINGS AS LOOSE, SEPARATE ITEMS, AS THIS WILL CAUSE AIR LEAKAGE DOWN PAST THE PLUNGER.","NO SE AJUSTEN A LOS SELLOS DEL ÉMBOLO Y O ANILLOS COMO ELEMENTOS SUELTOS, SEPARADOS, YA QUE ESTO CAUSARÁ FUGAS DE AIRE MÁS ALLÁ DEL ÉMBOLO."
100aeab8c48cdb7c,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,100,0.6477,0.8965,0.9279,"Now fit the Bush (Item 13) over the end of the Plunger, and push it into the bore of the valve body.","Ahora coloca el Bush (Ítem 13) sobre el extremo del embalaje, y empuja el mismo en el agujero del cuerpo de la válvula."
19bac56ef0b6eb56,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,205,0.7929,0.9003,0.9198,"Carefully fit the remaining two (2) Plunger Seals (Item 11) over the end of the Plunger, in this instance ensuring that the grooved section of the seals are facing outwards towards the bottom of the valve.","Ajustar cuidadosamente los otros dos (2) sellos de plunger (Ítem 11) sobre el extremo del plunger, asegurándose de que la sección acanalada de los sellos esté mirando hacia el exterior hacia el fondo de la válvula."
e1ed553530c55f87,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,63,0.8280,0.9167,0.9193,Note: These two (2) seals do not require the O Rings (Item 12).,Nota: Estos dos sellos no requieren los anillos O (ítem 12).
7aa23910ddb2e960,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,184,0.8084,0.9289,0.9025,"Fully insert the Tungsten Carbide Sleeve (Item 14) into the Cylinder Body, making sure that the notch in the sleeve is positioned over the locating pin in the recess in the valve body.","Inserte completamente la manga de carburo de tungsteno (Ítem 14) en el cuerpo del cilindro, asegurándose de que la muesca en la manga se encuentre sobre el perno de localización en el hueco del cuerpo de la válvula."
4e0c8ffa97306582,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,200,0.8271,0.9376,0.9028,"Insert the Seat Holder (Item 16) fitted with the Urethane Seat (Item 15) and O-Ring (Item 17), ensure the beveled internal face of the seat is facing toward the Plunger when fitted to the Seat Holder.",Inserte el soporte de asiento (partida 16) equipado con el asiento de Uretano (partida 15) y el anillo O (partida 17). Asegúrese de que la cara interna biselada del asiento esté orientada hacia el empuñador cuando se instale en el soporte de asiento.
1c9a3e2cbe9ff51e,abrasive_metering_valves,ZVP-PC-0086-00.pdf,4,133,0.6974,0.9334,0.9204,"Insert the Pipe Nipple (Item 24/25) into the Base (Item 18), and carefully locate the Pipe Nipple centrally within the Base, with the","Inserte el niple de tubo dosificador (Ítem 24/25) en la Base (Ítem 18), y localícelo cuidadosamente centralmente dentro de la Base, con el"
2af965b5303ccdbb,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,107,0.6884,0.8983,0.9040,abrasive feed hole in the Pipe Nipple positioned centrally within the abrasive feed hole in the valve base.,orificio de alimentación abrasivo en el niple de tubo dosificador situado centralmente dentro del orificio de alimentación abrasivo en la base de la válvula.
b576c1fe7cc20a3b,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,130,0.7042,0.9191,0.8999,"Now carefully turn over the Pipe Nipple/base assembly, and place it over the Seat Holder (Item 16) protruding from the valve body.","Ahora, con cuidado, gire el conjunto niple de tubo dosificador /base y colóquelo sobre el soporte de asiento (ítem 16) que sobresale del cuerpo de la válvula."
3a92eaf38dc52312,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,101,0.7363,0.8943,0.8984,Make sure that the Pipe Nipple is positioned at right angles to the valve body abrasive feed opening.,Asegúrese de que el niple de tubo dosificador se coloca en ángulos rectos con respecto a la apertura de alimentación abrasiva del cuerpo de la válvula.
d51dd022665f351e,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,164,0.8010,0.9211,0.9120,It may be necessary to carefully move the Pipe Nipple and Base around slightly to ensure that the Base and Pipe Nipple are located correctly over the Cylinder Body.,Puede ser necesario mover cuidadosamente el niple de tubo dosificador y la Base un poco para asegurar que el niple de tubo dosificador y la Base se encuentren correctamente sobre el Cuerpo del Cilindro.
accbb4251514dbe5,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,110,0.7228,0.9215,0.8901,Fit the four (4) Hex Head Bolts and Flat Washers (Items 20 and 19) and tighten using a suitably sized spanner.,Ajustar los cuatro (4) pernos hexagonales y arandelas planas (artículos 20 y 19) y apretar con una llave apropiada.
a5cdbb713da71382,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,116,0.7042,0.8837,0.9005,"Now turn the valve assembly over, and hold it in a vice, clamping the vice jaws onto the base of the valve assembly.","Ahora gire el conjunto de la válvula hacia arriba y suéldelo en un vicio, sujetando las mordazas del vicio a la base del conjunto de la válvula."
7c412afa2fd25562,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,161,0.7574,0.9072,0.9004,"Screw the Control Knob (Item 23) into the Top Cover (Item 1), and fit the Anti Vibration Washer (Item 2) over the Control Knob threaded end within the Valve Top.",Atrásá el botón de control (partida 23) en la tapa superior (partida 1) y ajustá la lavadora antivibraciones (partida 2) sobre el extremo roscado del botón de control dentro de la parte superior de la válvula.
7e98eaa38c72ca99,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,214,0.8285,0.9366,0.9106,"Place both the Spring (Item 4) and the Stop Ring (Item 3) on the top of the Piston within the cylinder bore, positioning the Spring centrally over the Plunger Cover, and the Stop Ring flat within the cylinder bore.","Coloque tanto el resorte (Ítem 4) como el anillo de parada (Ítem 3) en la parte superior del pistón dentro del agujero del cilindro, posicionando el resorte centralmente sobre la cubierta del émbolo y el anillo de parada plano dentro del agujero del cilindro."
cebbe5e7cc69333f,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,133,0.7796,0.8633,0.8827,Place the Top Cover/Control Knob assembly onto the valve body and hand tighten the valve top by rotating it in a clockwise direction.,Coloque el conjunto de la tapa superior y el control de la perilla en el cuerpo de la válvula y afloje manualmente la parte superior de la válvula girando en la dirección de las agujas del reloj.
044d6926754fc91e,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,124,0.7677,0.8909,0.9122,"Using a suitably sized spanner/wrench, fully tighten the valve top onto the valve body, to a minimum torque setting of 60Nm.","Utilizando una llave de tamaño adecuado, apretar completamente la parte superior de la válvula en el cuerpo de la válvula, a un ajuste de torsión mínimo de 60 Nm."
0be8003da2ecb123,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,20,0.3235,0.3755,0.8515,(45lbs/ft) !WARNING!,¡Arrancando!
0bd2fb09bf1ac1ff,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,116,0.7393,0.8054,0.8750,NEVER OPERATE THE CORSA II VALVE UNLESS THE VALVE TOP HAS BEEN TIGHTENED THE MINIMUM TORQUE SETTING SPECIFIED ABOVE.,NUNCA UTILICE LA VÁLVULA CORSA II A MENOS QUE LA PARTE SUPERIOR DE LA VÁLVULA SE HAYA APRETADO AL MÍNIMO AJUSTE DE PAR ESPECIFICADO ANTERIORMENTE.
5d75586f0d107240,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,98,0.8256,0.8066,0.9030,"WHEN PRESSURISED, THE VALVE TOP MAY BE FORCED FROM THE VALVE BODY, WHICH MAY CAUSE SERIOUS INJURY.","CUANDO SE APLICA PRESIÓN, LA PARTE SUPERIOR DE LA VÁLVULA PUEDE SER FORZADA DESDE EL CUERPO DE LA VÁLVULA, LO QUE PUEDE CAUSAR LESIONES GRAVES."
57f25d8acdf8af67,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,46,0.8810,0.9495,0.9280,The Corsa II Valve is now ready for operation.,La válvula Corsa II ya está lista para funcionar.
873c39387a97d7a3,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,40,0.4994,0.6759,0.8973,TROUBLE SHOOTING GUIDE No abrasive flow.,GUÍA DE PROBLEMAS DE DISPARO SIN FLUJO ABRASIVO.
f30d24ba7cea20e1,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,14,0.5497,0.9500,0.9615,Damp Abrasive.,Damp Abrasivo.
caafc2c4b3ce0b46,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,64,0.7220,0.8773,0.8979,Choke machine as instructed in the Blast Machine Owner's Manual.,Máquina de atragantamiento según lo indicado en el Manual del Propietario de la Máquina de Explosión.
65dd88a5ffef28d6,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,21,0.8786,0.8900,0.9147,Obstruction in valve.,Obstrucción en la válvula.
256cb3d691f8dbc1,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,97,0.7632,0.8875,0.9115,"Depressurize the blast machine and remove drain plug, check for debris covering the feed opening.",Depresurizar la máquina de explosión y quitar el tapón de drenaje. Comprueba si hay restos que cubran la abertura de alimentación.
175eb4f7df4a65e9,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,40,0.8192,0.8938,0.9189,Lack of air to the valve piston chamber.,Falta de aire a la cámara del pistón de la válvula.
c568fd6c14ee1535,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,73,0.6926,0.8455,0.9060,Check the air supply from the operators deadman handle back to the valve.,Compruebe el suministro de aire desde la manija de los operarios muertos hasta la válvula.
01674627d8adab2f,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,93,0.8432,0.9073,0.9360,"If the valve has been in irregular use, ensure that the piston is free in the piston chamber.","Si la válvula ha estado en uso irregular, asegúrese de que el pistón esté libre en la cámara del pistón."
490f5e6018522db8,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,24,0.8359,0.8003,0.9195,Irregular abrasive flow.,Flujo abrasivo desigual.
399be6f5f4cce4ee,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,34,0.8795,0.8763,0.9001,Incorrect adjustment of the valve.,Ajuste incorrecto de la válvula.
98b8abaae7ad00eb,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,37,0.6671,0.8106,0.9310,"Check valve setting, may be too rich.",Comprobar el ajuste de la válvula; puede ser demasiado rico.
659efc1e5d232c06,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,99,0.6001,0.8575,0.9216,A high degree of fines in the abrasive mix can cause “Rat Holing” leading to erratic abrasive feed.,"Un alto grado de finos en la mezcla abrasiva puede causar Rat Holing, lo que conduce a la alimentación errática del abrasivo."
925e14387caf185b,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,33,0.7182,0.8545,0.9015,Abrasive may not be free flowing.,El abrasivo no debe ser flujo libre.
ff88f5451fc3a8ec,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,81,0.7596,0.8707,0.9239,This will require adjustment of the choke valve to improve flow from the machine.,Esto requerirá ajustar la válvula de estrangulamiento para mejorar el flujo de la máquina.
7f3d029403cd9959,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,59,0.8571,0.9047,0.8936,Check the Urethane Seat or Tungsten Sleeve is not worn out.,Compruebe que el asiento de uretano o la manga de tungsteno no estén desgastados.
accfe2c9475c27b4,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,96,0.7602,0.8654,0.9131,If the seat is worn it will allow abrasive to feed into the blast hose when the valve is closed.,"Si el asiento está usado, permitirá que el abrasivo se alimente en la manguera de explosión cuando la válvula esté cerrada."
e3b88a12bc120904,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,96,0.7720,0.8905,0.9293,A worn sleeve will also create a rich feed when the valve is open as the opening will be larger.,"Una manga desgastada también creará una alimentación rica cuando la válvula esté abierta, ya que la abertura será más grande."
395f0af7e594902f,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,25,0.8747,0.8650,0.9013,Air Leakage at the Valve.,Fuga de aire en la válvula.
90b67fafee1b976e,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,55,0.7100,0.9033,0.9008,Check the Pipe Nipple for wear and replace as required.,Compruebe el niple de tubo dosificador por desgaste y reemplace según sea necesario.
bf7db55b873d25b8,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,41,0.6948,0.9040,0.9162,No abrasive or air from the Blast Nozzle.,No abrasivo ni aire de la boquilla de explosión.
50f0c9d3815333e6,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,32,0.7991,0.8695,0.9090,Obstruction at the Blast Nozzle.,Obstrucción en la boquilla de explosión.
adea3f912fca3de0,abrasive_metering_valves,ZVP-PC-0086-00.pdf,5,76,0.4728,0.9010,0.8910,Depressurize the blast machine and remove the Nozzle from the Nozzle Holder.,Despresurizar la máquina de explosión y quitar la boquilla del titular de la boquilla.
550d17dd18c06d1d,abrasive_metering_valves,ZVP-PC-0086-00.pdf,6,800,0.5354,0.9451,0.8816,"Corsa II Valve with Tungsten Sleeve Assemblies (Only Available in BSP format) Stock Code Description Weight Corsa II 1-1/4” Tungsten Sleeve Valve 6.20 kg (13.64 lbs) Corsa II 1-1/2” Tungsten Sleeve Valve 6.40 kg (14.08 lbs) Corsa II Valve with Tungsten Sleeve Parts Listing Item Stock Code Description Qty Top Cover Anti Vibration Washer Stop Ring Spring Piston Seal Plunger Cover Nylon Washer Piston Tungsten Plunger Cylinder Plunger Seal O Ring Bush Tungsten Carbide Sleeve Urethane Seat Seat Holder O Ring Base Flat Washer Hex Head Bolt Exhaust Filter Plug – Stainless Steel Control Knob Corsa II – 1-1/4"" M x 1-1/4"" M Pipe Nipple (To be used only with Corsa II 1-1/4” Tungsten Sleeve Valve Stock Code BAC-VA-PB-0089) Corsa II – 1-1/2"" M x 1-1/2"" M Pipe Nipple (To be used only with Corsa II 1-1/2","Válvula Corsa II con conjuntos de mangas de tungsteno (solo disponible en formato BSP). Código de stock Descripción Peso Válvula Corsa II 1-1/4” Válvula de mangas de tungsteno 6.20 kg (13.64 libras) Válvula Corsa II 1-1/2” Válvula de mangas de tungsteno 6.40 kg (14.08 libras) Válvula Corsa II con piezas de mangas de tungsteno Listando artículo Código de stock Descripción Cuadrícula superior antivibración Arandeja de retención Pistón Sello Plunger Tapa de Pistón Pistón Tungsteno Pistón Sello O Anillo Bush Carburo de tungsteno Soporte de asiento Uretileno O Ring Base Arandeja Plana Lavadora Hex Head Exhaust Filter Plug – Control de acero inoxidable Knob Corsa II – 1-1/4"" M x 1-1/4"" M niple de tubo dosificador (Para ser utilizado sólo con Corsa II"
c3de2d2afd2700ac,abrasive_metering_valves,ZVP-PC-0086-00.pdf,7,57,0.6388,0.8728,0.8934,Corsa II Valve with Tungsten Sleeve Product Exploded View,Válvula Corsa II con manga de tungsteno: vista explotada del producto
eb6cda236aa5e718,abrasive_metering_valves,ZVP-PC-0110-00.pdf,1,64,0.7741,0.8809,0.9344,SECTION GENERAL INFORMATION INTRODUCTION INSTALLATION Manual No.,SECCIÓN DE INFORMACIÓN GENERAL. INTRODUCCIÓN. MANUAL DE INSTALACIÓN. NO.
adc5ba88834cf60e,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,272,0.8280,0.9575,0.9410,GENERAL INFORMATION Pan Abrasives Group Notice to Purchasers and Users All products and equipment designed and manufactured by Pan Abrasives are intended for use by experienced users of abrasive blasting equipment and its associated operations and abrasive blasting media.,INFORMACIÓN GENERAL Pan Abrasives Group Aviso a Compradores y Usuarios Todos los productos y equipos diseñados y fabricados por Pan Abrasives están destinados al uso por usuarios experimentados de equipos de voladura abrasiva y sus operaciones asociadas y medios de voladura abrasiva.
444cd9ad10866281,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,143,0.8627,0.9031,0.9249,It is the responsibility of the user to: Determine if the equipment and abrasive media is suitable for the users' intended use and application.,Es responsabilidad del usuario: Determinar si el equipo y los medios abrasivos son adecuados para el uso y aplicación que se les ha previsto.
5526476cc03cebb0,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,139,0.8622,0.9226,0.9194,"Familiarize themselves with any appropriate laws, regulations and safe work practices which may apply within the users working environment.","Familiarícese con las leyes, reglamentos y prácticas de trabajo seguro que puedan aplicarse en el entorno de trabajo de los usuarios."
71da42b3ab0b1b22,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,197,0.8844,0.9291,0.9058,"Provide appropriate operator training and a safe working environment including operator protective equipment such as, but not limited to, safety footwear, protective eyewear and hearing protection.","Proveer una formación adecuada al operador y un ambiente de trabajo seguro que incluya equipo de protección al operador, como, entre otros, calzado de seguridad, gafas de protección y protección auditiva."
fad8dff0925820db,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,58,0.8604,0.9150,0.9077,Pan Abrasives Standard Terms and Conditions of Sale apply.,Se aplican los términos y condiciones estándares de venta de Pan Abrasivos.
bbef8c5fa7e2bb34,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,97,0.8681,0.9396,0.9148,Contact your local Pan Abrasives office should you require any further information or assistance.,Póngase en contacto con la oficina local de Pan Abrasivos si necesita más información o asistencia.
eeb8ef086e0a5c90,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,318,0.8606,0.9238,0.9135,"WARNING READ THIS SECTION CAREFULLY BEFORE USING THIS EQUIPMENT Heavy metal paint, asbestos and other toxic material dusts will cause serious lung disease or death without the use of properly designed and approved air supplied respiratory (SAR) equipment by blast operators and all personnel within the work site area.","ADVERTENCIA: LEER CON CUIDADO ESTA SECCIÓN ANTES DE USAR EL EQUIPO. Los polvos de pintura de metal pesado, amianto y otros materiales tóxicos causarán enfermedades pulmonares graves o la muerte sin el uso de equipos respiratorios de aire suministrado (SAR) adecuadamente diseñados y aprobados por los operadores de explosión y todo el personal dentro del área de trabajo."
ea3d6bf40575482e,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,211,0.8710,0.9095,0.9322,The compressor must have adequate output and the plumbing between the compressor and the point of attaching the air supply hose must have sufficient capacity to supply the volume of air at the pressure required.,El compresor deberá tener una salida adecuada y la tubería entre el compresor y el punto de fijación de la manguera de suministro de aire deberá tener la capacidad suficiente para suministrar el volumen de aire a la presión requerida.
2067bc8da18f48ac,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,245,0.8423,0.8772,0.9040,"Standard Safety Precautions Approved safety eyewear, hearing and footwear protection should be worn at all times by the operator and anyone else in the immediate area that may be exposed to any hazards generated by the abrasive blasting process.","Precauciones de seguridad estándar: El operador y cualquier otra persona en el área inmediata que pueda estar expuesta a cualquier peligro generado por el proceso de voladura abrasiva deben usar en todo momento gafas de seguridad, audífonos y protección del calzado."
014a79601fc312eb,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,199,0.8513,0.8927,0.9093,"Suitably approved respiratory protection (PPE) should also be worn when handling abrasive media, abrasive refuse dust and when carrying out any service/maintenance work where any dust may be present.","Cuando se manejen medios abrasivos, polvo de residuos abrasivos y cuando se realice cualquier trabajo de mantenimiento o servicio en el que pueda haber polvo, también debe usarse una protección respiratoria (EPI) adecuada."
86ae14b905e8289d,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,141,0.8877,0.9295,0.9361,Any work performed on any electrical wiring or components must only be carried out by suitably qualified and registered electrical personnel.,Todo trabajo realizado en cualquier cableado o componente eléctrico deberá ser llevado a cabo únicamente por personal eléctrico debidamente cualificado y registrado.
eb128c818c93ec48,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,109,0.8451,0.8813,0.8998,Under no circumstances should any safety interlocks / lockouts or features be altered or disabled in any way.,Bajo ningún circunstancia se deben alterar ni desactivar de ninguna manera los bloqueos de seguridad ni las características de seguridad.
69234225cfc93ea1,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,142,0.8926,0.9372,0.9307,All equipment must be isolated from the compressed air supply and electrical power prior to any service or maintenance work being carried out.,Todos los equipos deberán estar aislados del suministro de aire comprimido y de la energía eléctrica antes de que se realice cualquier trabajo de mantenimiento o servicio.
b1ab97d826cd6265,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,116,0.8894,0.8846,0.9232,All care must be taken by the operator(s) when lifting or moving equipment or components in order to prevent injury.,El operador o los operarios deberán tener toda la precaución necesaria al levantar o mover equipos o componentes para evitar lesiones.
a9444427575eb980,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,92,0.8365,0.9191,0.9268,Blast pots must always be emptied of abrasive media before any attempt is made to move them.,Las ollas de explosión deben ser vaciadas siempre de medios abrasivos antes de cualquier intento de moverlas.
48fb5e462cb94dd7,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,103,0.8760,0.9185,0.9246,Any modification of the equipment or use of non genuine PanBlast™ replacement parts will void warranty.,Cualquier modificación del equipo o uso de piezas de repuesto no auténticas Panblast TM anulará la garantía.
dc1e9a7fc999af4f,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,179,0.8203,0.9096,0.9272,"Always check the Material Data Sheet (MSDS) on the abrasive media being used to ensure that it is free of harmful substances, in particular, free silica, cyanide, arsenic or lead.","Revise siempre la ficha técnica del material (MSDS) en los medios abrasivos que se utilizan para asegurarse de que no contienen sustancias nocivas, en particular sílice, cianuro, arsénico o plomo."
ef662c46df775c48,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,125,0.6552,0.8134,0.8978,"Test the surface to be blasted for harmful substances, taking the appropriate measures to ensure the safety of all personnel.","Enséñale a la superficie a ser desbaratada si contiene sustancias dañinas, adoptando las medidas necesarias para asegurar la seguridad de todos los trabajadores."
7f219777b0ba9e5e,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,170,0.7682,0.9250,0.9222,The operator should carry out a daily inspection of all related components prior to startup of all wearing and safety items to ensure they are in correct operating order.,El operador debe llevar a cabo una inspección diaria de todos los componentes relacionados antes del inicio de todos los artículos de desgaste y seguridad para asegurarse de que estén en el orden correcto de funcionamiento.
9d51b508c99fed91,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,160,0.8544,0.9376,0.9106,"In particular check all Hose Couplings and Nozzle Holders, ensuring that all Hose Couplings are fitted correctly, the Safety Pins are engaged and in good order.","En particular, compruebe todos los acoplamientos de manguera y los soportes de boquilla, asegurándose de que todos los acoplamientos de manguera estén correctamente instalados, las pinzas de seguridad estén activadas y en buen estado."
f5cb237a7a5ff982,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,65,0.7680,0.9502,0.9480,Always install Safety Whip Check Cables at every hose connection.,Siempre instale Safety Whip Check Cables en cada conexión de manguera.
d69a84ff459c8db8,abrasive_metering_valves,ZVP-PC-0110-00.pdf,2,172,0.8340,0.8697,0.8938,Ensure that the Blast Nozzle has been securely screwed into the Nozzle Holder and the Nozzle Holder has been secured to the Blast Hose correctly and all screws are engaged.,"Asegúrese de que la boquilla de explosión se haya atornillado de forma segura en el soporte de boquilla y este último se haya fijado correctamente en la manguera de explosión, asegurándose de que todos los tornillos estén activos."
